Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCQ53,17.6,1,0.018982338,10,237.059,OUT018,2009,1.0,3,3,2836.308
NCT18,14.6,1,0.059405152,5,179.6976,OUT046,1997,2.0,1,1,3621.952
FDL43,10.1,1,0.027059264,3,76.467,OUT035,2004,2.0,2,1,1761.041
FDJ53,10.5,1,0.071244438,8,119.2098,OUT035,2004,2.0,2,1,1325.6078
NCQ02,12.6,1,0.007455054,5,186.9556,OUT035,2004,2.0,2,1,3942.8676
NCJ05,18.7,1,0.046088273,10,153.6682,OUT046,1997,2.0,1,1,3506.7686
FDT40,5.985,1,0.096185556,8,127.1678,OUT018,2009,1.0,3,3,3560.6984
FDA48,12.1,1,0.11487406,6,221.4114,OUT046,1997,2.0,1,1,5099.3622
FDV37,13.0,2,0.083643716,12,196.0426,OUT049,1999,1.0,1,1,2570.6538
FDX07,19.2,2,0.022965292,4,181.695,OUT045,2002,2.0,2,1,2563.33
DRG48,5.78,1,0.014584584,2,146.3102,OUT045,2002,2.0,2,1,2187.153
FDF44,7.17,2,0.059716729,4,130.9968,OUT035,2004,2.0,2,1,2348.9424
FDS24,20.85,2,0.062224479,6,88.1514,OUT046,1997,2.0,1,1,1682.4766
NCQ50,18.75,1,0.034360687,5,215.7218,OUT049,1999,1.0,1,1,4274.436
FDT25,7.5,1,0.050708743,12,123.4072,OUT013,1987,3.0,3,1,3185.1872
FDO03,10.395,2,0.036957777,3,230.5352,OUT045,2002,2.0,2,1,4580.704
FDJ55,12.8,2,0.023530953,3,223.5404,OUT046,1997,2.0,1,1,1800.3232
FDM36,11.65,2,0.058681957,6,170.4422,OUT013,1987,3.0,3,1,517.3266
FDM21,20.2,1,0.064728148,7,258.0646,OUT017,2007,2.0,2,1,5668.6212
FDK58,11.35,2,0.0,7,103.0016,OUT035,2004,2.0,2,1,2125.2336
FDD26,8.71,2,0.120773451,12,186.5924,OUT010,1998,2.0,3,2,555.2772
FDW57,8.31,2,0.115911972,7,177.3028,OUT045,2002,2.0,2,1,1948.1308
FDT32,19.0,2,0.10985775,4,188.8214,OUT010,1998,2.0,3,2,188.4214
FDT25,7.5,1,0.050853901,12,121.7072,OUT045,2002,2.0,2,1,367.5216
NCB19,6.525,1,0.090295708,5,84.6882,OUT046,1997,2.0,1,1,601.2174
FDD05,12.6,1,0.029084548,8,122.0098,OUT019,1985,2.0,1,2,361.5294
NCE54,12.6,1,0.026769592,5,77.0354,OUT027,1985,1.0,3,4,2332.2974
FDO39,6.985,2,0.137580452,3,182.8608,OUT049,1999,1.0,1,1,4042.7376
NCV06,11.3,1,0.066816565,5,192.2478,OUT045,2002,2.0,2,1,1356.2346
DRB13,6.115,2,0.01179078,2,189.053,OUT010,1998,2.0,3,2,948.765
FDX51,9.5,2,0.036921781,3,194.2452,OUT010,1998,2.0,3,2,782.9808
FDC38,15.7,1,0.122742389,12,134.2942,OUT045,2002,2.0,2,1,1192.4478
FDD04,16.0,1,0.089971292,1,143.2154,OUT046,1997,2.0,1,1,1701.7848
FDC05,13.1,2,0.099186992,8,198.7768,OUT018,2009,1.0,3,3,3153.2288
DRJ59,12.6,1,0.0,11,39.0164,OUT027,1985,1.0,3,4,1042.6428
FDL22,16.85,1,0.036596012,7,90.6488,OUT017,2007,2.0,2,1,633.8416
DRH13,12.6,1,0.041821227,2,107.628,OUT019,1985,2.0,1,2,213.056
FDV22,14.85,2,0.016635488,7,157.563,OUT010,1998,2.0,3,2,312.926
FDP07,18.2,1,0.090084098,4,197.211,OUT045,2002,2.0,2,1,3142.576
FDK27,11.0,1,0.008960445,3,119.1756,OUT049,1999,1.0,1,1,1696.4584
FDP31,21.1,2,0.162418495,4,64.9168,OUT017,2007,2.0,2,1,639.168
NCI54,15.2,1,0.056237906,5,110.7912,OUT010,1998,2.0,3,2,109.1912
DRK35,12.6,1,0.071498575,11,37.7506,OUT027,1985,1.0,3,4,796.9626
NCO07,9.06,1,0.009791467,14,213.256,OUT049,1999,1.0,1,1,4687.232
FDN31,11.5,1,0.072820885,4,191.253,OUT013,1987,3.0,3,1,3036.048
NCO02,11.15,1,0.073354286,14,66.8142,OUT035,2004,2.0,2,1,2372.9112
FDQ26,13.5,2,0.068010049,1,57.2562,OUT045,2002,2.0,2,1,770.3306
FDQ07,15.1,2,0.087406863,4,221.8456,OUT046,1997,2.0,1,1,663.1368
FDB49,8.3,2,0.030198228,6,98.2384,OUT049,1999,1.0,1,1,2167.8448
FDY44,14.15,2,0.024442501,4,196.411,OUT049,1999,1.0,1,1,2749.754
NCI54,12.6,1,0.033436336,5,107.3912,OUT027,1985,1.0,3,4,3057.3536
FDV44,8.365,2,0.039844429,4,190.1188,OUT046,1997,2.0,1,1,1904.188
FDI48,11.85,2,0.055805027,6,53.0666,OUT049,1999,1.0,1,1,512.666
NCL05,19.6,1,0.047888606,10,42.277,OUT035,2004,2.0,2,1,605.878
FDT32,19.0,2,0.065735977,4,189.6214,OUT049,1999,1.0,1,1,2826.321
FDM10,18.25,1,0.076089711,7,212.9218,OUT049,1999,1.0,1,1,3846.9924
FDS21,19.85,2,0.020908608,7,63.5194,OUT049,1999,1.0,1,1,557.2746
FDD11,12.85,1,0.030678825,16,251.704,OUT045,2002,2.0,2,1,3542.056
FDL04,12.6,1,0.111381428,8,106.7622,OUT027,1985,1.0,3,4,2964.1416
FDO58,19.6,1,0.039738393,7,163.7526,OUT018,2009,1.0,3,3,2960.1468
FDQ08,15.7,2,0.01903743,4,60.5536,OUT017,2007,2.0,2,1,490.0288
FDT28,13.3,1,0.06356617,8,151.3708,OUT046,1997,2.0,1,1,3611.2992
FDT22,10.395,1,0.112553853,7,59.022,OUT018,2009,1.0,3,3,1378.206
FDB58,10.5,2,0.013493914,7,143.7154,OUT035,2004,2.0,2,1,3119.9388
FDN45,19.35,1,0.118102769,7,224.8088,OUT046,1997,2.0,1,1,2013.3792
FDZ45,14.1,1,0.06682033,7,198.9084,OUT013,1987,3.0,3,1,4761.8016
FDJ38,8.6,2,0.040205535,12,188.753,OUT046,1997,2.0,1,1,7590.12
NCT06,17.1,1,0.038816115,5,166.4842,OUT045,2002,2.0,2,1,1326.2736
FDU21,12.6,2,0.076348933,7,32.8558,OUT027,1985,1.0,3,4,713.0718
NCP30,20.5,1,0.032819637,5,38.9822,OUT049,1999,1.0,1,1,982.055
FDR27,15.1,2,0.096249842,3,134.4942,OUT049,1999,1.0,1,1,2119.9072
FDW39,6.69,2,0.0,3,176.937,OUT017,2007,2.0,2,1,4234.488
DRZ24,12.6,1,0.0,2,121.044,OUT027,1985,1.0,3,4,2396.88
FDK21,7.905,1,0.010003987,7,250.7408,OUT013,1987,3.0,3,1,5757.8384
FDJ04,18.0,1,0.124452048,8,118.5124,OUT046,1997,2.0,1,1,1303.6364
FDZ13,7.84,2,0.154363209,12,50.835,OUT017,2007,2.0,2,1,599.22
FDS16,15.15,2,0.066551268,8,144.676,OUT017,2007,2.0,2,1,3954.852
FDD56,15.2,2,0.173703549,4,175.8054,OUT010,1998,2.0,3,2,1050.6324
FDI57,19.85,1,0.054025644,15,197.2768,OUT046,1997,2.0,1,1,6503.5344
FDQ12,12.6,1,0.03523927,6,231.601,OUT027,1985,1.0,3,4,5972.226
FDI56,7.325,1,0.093385381,4,91.3146,OUT046,1997,2.0,1,1,1641.8628
NCT42,5.88,1,0.024937792,5,148.4392,OUT045,2002,2.0,2,1,2087.9488
FDM25,10.695,2,0.060654268,9,174.7712,OUT035,2004,2.0,2,1,3339.6528
DRB25,12.6,1,0.06912336,2,106.0938,OUT027,1985,1.0,3,4,2787.0388
NCY30,20.25,1,0.025953257,5,179.5976,OUT046,1997,2.0,1,1,2535.3664
FDD44,8.05,2,0.07884393,4,257.0646,OUT017,2007,2.0,2,1,8760.5964
FDK45,11.65,1,0.033851785,15,112.186,OUT035,2004,2.0,2,1,1018.674
FDN45,19.35,1,0.118342285,7,222.6088,OUT045,2002,2.0,2,1,1789.6704
FDQ09,7.235,1,0.058121214,7,115.8834,OUT035,2004,2.0,2,1,1382.2008
FDC17,12.15,1,0.015457803,8,209.9928,OUT035,2004,2.0,2,1,5259.82
FDD45,8.615,1,0.116152226,4,94.1436,OUT013,1987,3.0,3,1,1512.6976
FDD41,6.765,2,0.087260103,8,105.0306,OUT046,1997,2.0,1,1,2090.612
FDU46,10.3,2,0.0111263,7,87.254,OUT046,1997,2.0,1,1,1211.756
FDO45,13.15,2,0.038167453,7,89.4856,OUT017,2007,2.0,2,1,1230.3984
FDG41,8.84,2,0.076547632,8,109.5228,OUT035,2004,2.0,2,1,1657.842
DRC13,8.26,2,0.0,2,122.573,OUT045,2002,2.0,2,1,739.038
FDX50,20.1,1,0.074931201,1,108.9228,OUT018,2009,1.0,3,3,1105.228
FDK56,9.695,1,0.0,4,185.1898,OUT035,2004,2.0,2,1,2619.2572
NCL18,18.85,1,0.16758389,5,194.6136,OUT046,1997,2.0,1,1,2721.7904
FDN57,18.25,1,0.054318517,7,140.9154,OUT049,1999,1.0,1,1,6381.693
FDX03,12.6,2,0.060800116,3,44.4744,OUT027,1985,1.0,3,4,769.6648
NCU17,5.32,1,0.0,10,101.7674,OUT013,1987,3.0,3,1,1120.5414
FDL14,8.115,2,0.032152786,12,157.3972,OUT035,2004,2.0,2,1,1869.5664
NCU18,15.1,1,0.055840055,5,139.8496,OUT046,1997,2.0,1,1,1411.496
NCH43,8.42,1,0.070968081,5,215.9192,OUT017,2007,2.0,2,1,1941.4728
FDH41,9.0,1,0.081996013,8,216.2534,OUT035,2004,2.0,2,1,4301.068
FDS28,8.18,2,0.082737261,8,57.3588,OUT018,2009,1.0,3,3,343.5528
FDG02,12.6,1,0.011206632,12,191.4188,OUT027,1985,1.0,3,4,3998.7948
FDS40,15.35,1,0.014047825,8,36.719,OUT045,2002,2.0,2,1,585.904
FDD10,20.6,2,0.045982389,7,177.0344,OUT013,1987,3.0,3,1,535.3032
DRQ35,9.3,1,0.042256257,11,124.4388,OUT013,1987,3.0,3,1,1609.9044
NCL05,19.6,1,0.0,10,42.877,OUT049,1999,1.0,1,1,649.155
FDJ48,11.3,1,0.056424146,6,247.8118,OUT035,2004,2.0,2,1,2223.1062
FDV21,12.6,1,0.170254469,7,124.8704,OUT027,1985,1.0,3,4,2127.8968
FDJ26,15.3,2,0.084749164,12,215.5218,OUT035,2004,2.0,2,1,4060.7142
NCN05,8.235,1,0.014541462,10,184.495,OUT017,2007,2.0,2,1,3844.995
FDK09,15.2,1,0.091763303,7,228.5352,OUT046,1997,2.0,1,1,1832.2816
FDM56,12.6,1,0.069851683,4,110.9912,OUT027,1985,1.0,3,4,1310.2944
DRF25,9.0,1,0.039004193,2,37.019,OUT045,2002,2.0,2,1,659.142
FDG14,9.0,2,0.05060313,12,150.9024,OUT045,2002,2.0,2,1,4402.2696
FDZ31,15.35,2,0.113195815,4,190.8504,OUT035,2004,2.0,2,1,3643.2576
FDU21,12.6,2,0.134327613,7,35.0558,OUT019,1985,2.0,1,2,33.9558
FDC57,20.1,2,0.054584207,4,193.382,OUT035,2004,2.0,2,1,4247.804
FDU46,10.3,2,0.018623146,7,87.854,OUT010,1998,2.0,3,2,259.662
FDU22,12.35,1,0.093278912,7,118.7124,OUT035,2004,2.0,2,1,2607.2728
DRG23,8.88,1,0.086957199,11,152.5682,OUT045,2002,2.0,2,1,1372.2138
FDR23,15.85,1,0.13689554,13,176.437,OUT010,1998,2.0,3,2,529.311
FDI14,14.1,1,0.090043082,12,140.1496,OUT018,2009,1.0,3,3,846.8976
NCN42,20.25,1,0.014251461,5,148.6418,OUT045,2002,2.0,2,1,2648.5524
NCM41,16.5,1,0.035711426,10,93.612,OUT049,1999,1.0,1,1,1584.604
FDT55,13.6,2,0.043655155,4,156.7946,OUT046,1997,2.0,1,1,3629.2758
DRY23,12.6,2,0.108568067,2,42.9112,OUT027,1985,1.0,3,4,809.6128
FDL46,20.35,1,0.090480214,7,119.5466,OUT010,1998,2.0,3,2,117.8466
FDQ57,7.275,1,0.027942357,7,145.076,OUT035,2004,2.0,2,1,1611.236
FDQ16,19.7,1,0.041730507,8,109.2912,OUT035,2004,2.0,2,1,2402.2064
FDZ52,12.6,1,0.099589909,8,109.1886,OUT027,1985,1.0,3,4,4225.1668
FDL16,12.6,1,0.294939214,8,47.106,OUT019,1985,2.0,1,2,139.818
NCX18,14.15,1,0.008829806,5,196.811,OUT018,2009,1.0,3,3,4517.453
FDM34,19.0,1,0.067722325,7,130.8626,OUT018,2009,1.0,3,3,1573.9512
FDG60,12.6,1,0.060405784,6,234.5616,OUT027,1985,1.0,3,4,6796.4864
NCA06,20.5,1,0.0,5,37.119,OUT018,2009,1.0,3,3,842.237
DRD12,6.96,1,0.077193561,2,89.9146,OUT046,1997,2.0,1,1,1277.0044
FDP04,15.35,1,0.013869039,8,62.5168,OUT018,2009,1.0,3,3,447.4176
NCH30,17.1,1,0.067290244,5,114.586,OUT045,2002,2.0,2,1,1584.604
FDS04,10.195,2,0.146960375,8,142.2838,OUT045,2002,2.0,2,1,1685.8056
FDQ13,12.6,1,0.018632082,12,82.9908,OUT019,1985,2.0,1,2,503.3448
FDU59,5.78,1,0.096536082,13,162.8552,OUT049,1999,1.0,1,1,3574.0144
DRG11,6.385,1,0.084008316,11,108.2596,OUT045,2002,2.0,2,1,1186.4556
FDA36,12.6,1,0.005638944,6,184.9924,OUT027,1985,1.0,3,4,3146.5708
FDA15,9.3,1,0.01601936,1,248.5092,OUT035,2004,2.0,2,1,6474.2392
FDZ03,13.65,2,0.13187274,1,188.024,OUT010,1998,2.0,3,2,745.696
FDJ16,9.195,1,0.114863923,8,59.0246,OUT035,2004,2.0,2,1,1853.5872
FDZ12,9.17,1,0.103138922,6,141.747,OUT049,1999,1.0,1,1,3006.087
FDH09,12.6,1,0.056191301,15,53.2982,OUT045,2002,2.0,2,1,736.3748
FDT13,14.85,1,0.01867669,12,188.7214,OUT017,2007,2.0,2,1,3956.8494
FDU20,19.35,2,0.021578923,4,120.5098,OUT017,2007,2.0,2,1,1807.647
DRH25,18.7,1,0.0,2,52.2324,OUT035,2004,2.0,2,1,467.3916
FDK26,5.46,2,0.032242661,12,187.624,OUT045,2002,2.0,2,1,3542.056
FDU32,8.785,1,0.025962714,4,120.9414,OUT035,2004,2.0,2,1,1949.4624
FDI22,12.6,1,0.096407554,7,210.8612,OUT045,2002,2.0,2,1,3344.9792
NCB54,8.76,1,0.050256604,10,127.3336,OUT018,2009,1.0,3,3,2684.5056
FDX46,12.3,2,0.058234621,7,58.7562,OUT045,2002,2.0,2,1,592.562
NCC07,19.6,1,0.023931217,5,103.1964,OUT013,1987,3.0,3,1,736.3748
FDQ34,12.6,1,0.284065879,7,105.5622,OUT019,1985,2.0,1,2,211.7244
FDM16,8.155,2,0.033692089,8,76.2354,OUT018,2009,1.0,3,3,1279.0018
FDJ55,12.6,2,0.023417004,3,223.8404,OUT027,1985,1.0,3,4,7201.2928
DRI01,7.97,1,0.034647829,2,171.2422,OUT017,2007,2.0,2,1,3103.9596
FDD50,18.85,1,0.142219209,12,167.6132,OUT018,2009,1.0,3,3,1522.0188
FDJ08,11.1,1,0.11089655,4,191.5846,OUT045,2002,2.0,2,1,2101.9306
NCK18,9.6,1,0.006708517,5,164.6184,OUT049,1999,1.0,1,1,2972.1312
FDQ14,9.27,1,0.103419257,1,148.105,OUT010,1998,2.0,3,2,149.805
FDS51,13.35,1,0.032180494,3,61.2194,OUT046,1997,2.0,1,1,433.4358
FDA04,11.3,2,0.066717378,8,260.8962,OUT035,2004,2.0,2,1,4920.9278
FDP10,19.0,1,0.128814669,7,107.6622,OUT017,2007,2.0,2,1,1164.4842
FDT36,12.3,1,0.111500259,6,35.6874,OUT045,2002,2.0,2,1,846.8976
FDH38,6.425,1,0.010497273,12,118.3808,OUT017,2007,2.0,2,1,2812.3392
FDC16,11.5,2,0.020653603,1,84.954,OUT018,2009,1.0,3,3,865.54
FDF17,5.19,1,0.042687151,8,195.911,OUT049,1999,1.0,1,1,2946.165
FDU23,12.15,1,0.021705417,13,163.5184,OUT013,1987,3.0,3,1,3137.2496
FDB34,15.25,1,0.026651184,7,86.6198,OUT049,1999,1.0,1,1,1657.1762
FDW26,11.8,2,0.106968096,1,221.6772,OUT013,1987,3.0,3,1,3113.2808
FDP45,15.7,2,0.030686952,7,253.4724,OUT045,2002,2.0,2,1,1510.0344
FDD38,16.75,2,0.008191729,12,103.5674,OUT046,1997,2.0,1,1,1629.8784
FDM60,10.8,2,0.048218142,6,42.2138,OUT049,1999,1.0,1,1,690.4346
FDW26,11.8,2,0.107036943,1,220.3772,OUT035,2004,2.0,2,1,4447.544
FDV51,12.6,1,0.032381325,3,166.1842,OUT027,1985,1.0,3,4,5470.8786
FDT33,7.81,2,0.034043503,7,168.7158,OUT049,1999,1.0,1,1,2673.8528
FDQ40,11.1,2,0.036027524,8,177.2712,OUT046,1997,2.0,1,1,3339.6528
FDX40,12.85,1,0.0,8,38.3164,OUT035,2004,2.0,2,1,502.0132
FDU31,10.5,2,0.02498633,4,216.7508,OUT035,2004,2.0,2,1,3038.7112
DRJ01,6.135,1,0.115032406,2,161.0236,OUT046,1997,2.0,1,1,1288.9888
FDP11,12.6,1,0.068765925,13,216.9166,OUT027,1985,1.0,3,4,4354.332
NCN43,12.6,1,0.006727008,14,125.173,OUT027,1985,1.0,3,4,3202.498
FDA15,9.3,1,0.016087659,1,249.6092,OUT018,2009,1.0,3,3,5976.2208
FDO04,16.6,1,0.0,8,54.6614,OUT017,2007,2.0,2,1,884.1824
NCF43,8.51,1,0.051936086,5,142.947,OUT035,2004,2.0,2,1,3006.087
NCI17,8.645,1,0.1442339,10,95.441,OUT017,2007,2.0,2,1,3282.394
FDY47,8.6,2,0.05443912,13,128.831,OUT013,1987,3.0,3,1,1038.648
FDF20,12.6,1,0.033059299,4,196.4768,OUT027,1985,1.0,3,4,6306.4576
NCS53,14.5,1,0.089778187,10,158.4604,OUT046,1997,2.0,1,1,2693.8268
FDK38,6.65,1,0.053372768,12,149.5734,OUT049,1999,1.0,1,1,2524.0478
FDW43,20.1,2,0.022406575,4,225.9036,OUT013,1987,3.0,3,1,3643.2576
FDV57,15.25,2,0.065896556,7,179.266,OUT046,1997,2.0,1,1,1438.128
FDX26,17.7,1,0.088305201,1,182.3292,OUT017,2007,2.0,2,1,4195.8716
FDR04,7.075,1,0.022566975,8,97.3068,OUT046,1997,2.0,1,1,1263.6884
FDP19,11.5,1,0.0,4,129.3652,OUT013,1987,3.0,3,1,2066.6432
FDT07,5.82,2,0.077756427,4,254.533,OUT017,2007,2.0,2,1,1281.665
DRB24,8.785,1,0.020609218,2,155.1656,OUT049,1999,1.0,1,1,4016.1056
FDB36,5.465,2,0.0,6,129.1626,OUT046,1997,2.0,1,1,3672.5528
NCE07,12.6,1,0.013066448,5,140.9154,OUT027,1985,1.0,3,4,2127.231
FDI16,12.6,2,0.135118202,8,52.564,OUT027,1985,1.0,3,4,2290.352
FDP45,15.7,2,0.030624844,7,252.2724,OUT046,1997,2.0,1,1,1258.362
NCC43,7.39,1,0.092705683,5,251.9066,OUT013,1987,3.0,3,1,4267.1122
FDQ23,12.6,1,0.042941559,13,102.9332,OUT019,1985,2.0,1,2,102.5332
FDW24,6.8,1,0.03748996,6,48.6034,OUT035,2004,2.0,2,1,291.6204
FDW09,12.6,2,0.025795293,7,80.2302,OUT027,1985,1.0,3,4,2139.2154
FDN10,11.5,1,0.046115083,7,120.2124,OUT035,2004,2.0,2,1,1540.6612
FDE23,17.6,2,0.053170949,16,45.606,OUT035,2004,2.0,2,1,1724.422
FDV16,7.75,2,0.082915017,8,34.9558,OUT035,2004,2.0,2,1,645.1602
FDF12,12.6,1,0.082028694,6,148.6076,OUT027,1985,1.0,3,4,3990.8052
FDN21,18.6,1,0.076975118,7,161.8236,OUT049,1999,1.0,1,1,1611.236
DRC25,5.73,1,0.045371855,2,86.0882,OUT046,1997,2.0,1,1,1116.5466
NCP18,12.15,1,0.028642712,5,149.0708,OUT049,1999,1.0,1,1,1203.7664
FDW60,5.44,2,0.017047751,6,174.637,OUT013,1987,3.0,3,1,2999.429
FDY04,17.7,2,0.042562588,8,165.021,OUT045,2002,2.0,2,1,3425.541
NCJ31,12.6,1,0.181769264,14,240.6196,OUT027,1985,1.0,3,4,4579.3724
DRN47,12.1,1,0.016812745,11,180.666,OUT013,1987,3.0,3,1,4134.618
FDU13,8.355,1,0.0,12,145.6418,OUT013,1987,3.0,3,1,3384.2614
FDT39,6.26,2,0.016516867,3,151.1366,OUT010,1998,2.0,3,2,453.4098
NCQ18,15.75,1,0.134960397,5,101.37,OUT013,1987,3.0,3,1,2097.27
FDV25,5.905,1,0.045614252,12,221.5456,OUT013,1987,3.0,3,1,6852.4136
NCE30,16.0,1,0.099136036,5,210.3902,OUT046,1997,2.0,1,1,1486.7314
NCN42,20.25,1,0.014222617,5,148.9418,OUT046,1997,2.0,1,1,3531.4032
FDW25,5.175,1,0.037457098,12,83.4224,OUT049,1999,1.0,1,1,1448.7808
FDS49,9.0,1,0.079279489,12,77.2644,OUT013,1987,3.0,3,1,1335.5948
FDN34,15.6,2,0.045835395,7,168.2132,OUT049,1999,1.0,1,1,2367.5848
FDS45,5.175,2,0.029616108,7,107.7622,OUT018,2009,1.0,3,3,2011.3818
NCL53,12.6,1,0.0,10,175.4028,OUT027,1985,1.0,3,4,6729.9064
FDT38,18.7,1,0.0576269,1,83.3566,OUT049,1999,1.0,1,1,1860.2452
NCX06,17.6,1,0.015687045,5,182.6976,OUT046,1997,2.0,1,1,3440.8544
NCY17,18.2,1,0.162960415,10,43.5086,OUT013,1987,3.0,3,1,1070.6064
NCO18,13.15,1,0.024651269,5,179.5686,OUT046,1997,2.0,1,1,1422.1488
FDY47,8.6,2,0.091195818,13,130.231,OUT010,1998,2.0,3,2,129.831
FDF57,12.6,2,0.058542509,4,168.6448,OUT027,1985,1.0,3,4,3408.896
FDS26,20.35,1,0.089608321,1,262.1594,OUT049,1999,1.0,1,1,3139.9128
NCL17,7.39,1,0.067766896,10,140.6812,OUT035,2004,2.0,2,1,3704.5112
NCB18,19.6,1,0.041355366,5,88.7514,OUT049,1999,1.0,1,1,2656.542
FDA50,16.25,1,0.145913308,1,95.441,OUT010,1998,2.0,3,2,193.082
DRE13,6.28,1,0.027748176,2,86.5198,OUT049,1999,1.0,1,1,1395.5168
DRE60,9.395,1,0.159201868,2,226.072,OUT013,1987,3.0,3,1,3621.952
FDB20,7.72,1,0.052274691,4,79.1986,OUT017,2007,2.0,2,1,778.986
NCS18,12.65,1,0.042175992,5,106.4938,OUT013,1987,3.0,3,1,2465.4574
FDH19,12.6,1,0.057933643,3,175.1738,OUT019,1985,2.0,1,2,347.5476
FDS47,16.75,1,0.0,13,88.7856,OUT045,2002,2.0,2,1,966.7416
FDC09,15.5,2,0.026280116,4,102.3332,OUT013,1987,3.0,3,1,922.7988
DRG23,8.88,1,0.086916126,11,153.3682,OUT049,1999,1.0,1,1,1219.7456
FDU34,18.25,1,0.075347426,7,126.3046,OUT045,2002,2.0,2,1,747.0276
FDZ40,8.935,1,0.040410039,8,52.9298,OUT017,2007,2.0,2,1,539.298
NCE30,16.0,1,0.09911729,5,210.7902,OUT035,2004,2.0,2,1,4460.1942
FDA44,19.7,1,0.053439522,4,55.093,OUT018,2009,1.0,3,3,1018.674
FDB32,20.6,1,0.023448504,4,93.9778,OUT035,2004,2.0,2,1,2816.334
NCO06,19.25,1,0.108030434,5,32.4558,OUT046,1997,2.0,1,1,101.8674
FDY44,14.15,2,0.024404558,4,198.311,OUT046,1997,2.0,1,1,2553.343
FDG10,6.63,2,0.010961483,7,58.2588,OUT045,2002,2.0,2,1,343.5528
FDF38,11.8,2,0.026358005,12,39.6138,OUT046,1997,2.0,1,1,365.5242
FDW59,12.6,1,0.03627089,13,85.9566,OUT019,1985,2.0,1,2,169.1132
FDP34,12.85,1,0.137227848,7,155.563,OUT046,1997,2.0,1,1,4224.501
FDZ26,11.6,2,0.144832027,1,239.8222,OUT017,2007,2.0,2,1,4063.3774
FDH17,12.6,2,0.029157849,8,97.0726,OUT019,1985,2.0,1,2,293.6178
FDU44,12.15,2,0.058756205,4,161.0552,OUT017,2007,2.0,2,1,3411.5592
FDS23,4.635,1,0.141108156,13,128.2994,OUT049,1999,1.0,1,1,2698.4874
DRE03,19.6,1,0.024325592,1,48.5718,OUT018,2009,1.0,3,3,425.4462
FDY57,20.2,2,0.121500143,7,95.0752,OUT045,2002,2.0,2,1,2588.6304
FDH50,12.6,2,0.160653682,12,185.2266,OUT027,1985,1.0,3,4,5901.6512
DRY23,9.395,2,0.109096371,2,44.6112,OUT046,1997,2.0,1,1,511.3344
FDT27,11.395,2,0.069574013,3,232.8616,OUT035,2004,2.0,2,1,2812.3392
FDB38,19.5,2,0.027458099,12,158.792,OUT018,2009,1.0,3,3,2556.672
FDY16,18.35,2,0.092226754,8,184.4266,OUT046,1997,2.0,1,1,3504.1054
FDG33,5.365,2,0.234733477,15,173.4764,OUT010,1998,2.0,3,2,171.7764
FDN04,11.8,2,0.014144442,8,180.4344,OUT018,2009,1.0,3,3,535.3032
FDJ48,11.3,1,0.056754036,6,247.5118,OUT017,2007,2.0,2,1,2470.118
NCC07,19.6,1,0.023999722,5,104.0964,OUT045,2002,2.0,2,1,525.982
FDI35,14.0,1,0.041355366,16,182.0634,OUT049,1999,1.0,1,1,4544.085
DRH49,19.7,1,0.024655594,2,84.3592,OUT046,1997,2.0,1,1,743.0328
FDY51,12.5,1,0.081134826,3,220.0798,OUT046,1997,2.0,1,1,4848.3556
NCG07,12.3,1,0.052608525,5,191.253,OUT045,2002,2.0,2,1,2656.542
FDA22,7.435,1,0.084452363,16,165.2158,OUT046,1997,2.0,1,1,2840.9686
FDA33,6.48,1,0.033899898,7,146.9076,OUT046,1997,2.0,1,1,2956.152
FDV03,17.6,1,0.058042926,3,154.6314,OUT013,1987,3.0,3,1,1861.5768
FDP27,8.155,1,0.119692888,3,188.453,OUT045,2002,2.0,2,1,4364.319
FDZ20,16.1,1,0.0343603,4,253.4356,OUT049,1999,1.0,1,1,2797.6916
FDR56,15.5,2,0.100922503,4,199.0768,OUT049,1999,1.0,1,1,2759.0752
NCV41,12.6,1,0.016956266,10,109.3228,OUT027,1985,1.0,3,4,2431.5016
FDU11,4.785,1,0.092576144,13,121.0098,OUT035,2004,2.0,2,1,2530.7058
NCB30,14.6,1,0.025742955,5,197.1084,OUT049,1999,1.0,1,1,4761.8016
FDX23,6.445,1,0.029812714,6,95.4436,OUT018,2009,1.0,3,3,1229.0668
FDY24,4.88,2,0.133382115,6,55.0298,OUT013,1987,3.0,3,1,647.1576
FDZ37,8.1,2,0.0,12,88.5198,OUT013,1987,3.0,3,1,261.6594
FDL10,8.395,1,0.039484739,7,97.9042,OUT035,2004,2.0,2,1,1686.4714
NCE18,10.0,1,0.021425341,5,250.175,OUT046,1997,2.0,1,1,2996.1
FDY60,12.6,2,0.02624324,6,143.8128,OUT027,1985,1.0,3,4,4458.1968
FDT24,12.35,2,0.185704641,6,77.1328,OUT013,1987,3.0,3,1,2239.7512
NCV06,11.3,1,0.066668724,5,192.4478,OUT035,2004,2.0,2,1,2712.4692
FDP51,12.6,2,0.149305497,3,119.6124,OUT019,1985,2.0,1,2,592.562
FDU49,19.5,2,0.030688557,12,85.754,OUT035,2004,2.0,2,1,2163.85
FDQ16,19.7,1,0.041803291,8,110.3912,OUT049,1999,1.0,1,1,3275.736
FDV16,7.75,2,0.082861686,8,32.6558,OUT013,1987,3.0,3,1,679.116
